region,Timeframe,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Plains,Weekly,3/8/2020,conventional,1.04,2407639.23,934111.13,487565.17,1704.11,984258.82,771235,135545.36,77478.46
Portland,Weekly,3/8/2020,conventional,1.35,650277.14,69436,82357.65,2670.79,495623.13,320513.73,145053.1,30056.3
Raleigh/Greensboro,Weekly,3/8/2020,conventional,1.14,428178.01,196881.58,63069.09,2339.98,165887.36,100672.35,65211.68,3.33
Richmond/Norfolk,Weekly,3/8/2020,conventional,0.98,364183.52,106543.55,71979.33,635.88,185024.76,138586.22,42478.25,3960.29
Roanoke,Weekly,3/8/2020,conventional,0.96,208567.09,69141.31,25305.17,38.51,114082.1,81680.83,31305.58,1095.69
Sacramento,Weekly,3/8/2020,conventional,1.35,511136.18,173254.35,152862.82,1580.39,183438.62,99368.71,74970.95,9098.96
San Diego,Weekly,3/8/2020,conventional,1.35,517872.77,101884.11,21962.49,6708.86,387317.31,222083.5,157482.49,7751.32
San Francisco,Weekly,3/8/2020,conventional,1.27,1078340.61,328094.29,211227.94,3766.35,535252.03,143787.25,350553.73,40911.05
Seattle,Weekly,3/8/2020,conventional,1.74,624048.18,69938.4,74103.42,522.1,479484.26,237342.68,239836.64,2304.94
South Carolina,Weekly,3/8/2020,conventional,1.11,515122.52,212295.41,43545.99,905.44,258375.68,190881.72,67321.73,172.23
South Central,Weekly,3/8/2020,conventional,0.89,7453961.29,3239525.52,745876.14,50313.55,3418246.08,1987696.41,1342413.37,88136.3
Southeast,Weekly,3/8/2020,conventional,1.13,5579013.43,2487860.12,208322.74,2329.75,2880500.82,1641033.85,1228721.8,10745.17
Spokane,Weekly,3/8/2020,conventional,1.45,107057.53,19548.01,10346.19,92.58,77070.75,44268.81,32625.61,176.33
St. Louis,Weekly,3/8/2020,conventional,1.18,221330.59,99260.08,11514.73,176.6,110379.18,93045.34,1934.57,15399.27
Syracuse,Weekly,3/8/2020,conventional,1.15,106668.19,5661.35,45526.73,617.79,54862.32,40205.76,13078.78,1577.78
Tampa,Weekly,3/8/2020,conventional,1.13,620872.27,279469.27,16407.44,283.04,324712.52,129140.75,195301.77,270
Total U.S.,Weekly,3/8/2020,conventional,1.13,44303012,13057777.35,7639123.04,370264.06,23235646.06,14122435.48,8492346.09,620864.49
West,Weekly,3/8/2020,conventional,1.12,7695553.22,1661863.2,910029.97,27418.59,5096039.97,2416513.5,2574309.34,105217.13
West Tex/New Mexico,Weekly,3/8/2020,conventional,0.97,926001.27,382709.48,79703.31,27067.43,436521.05,278232.02,156649.77,1639.26
Albany,Weekly,3/8/2020,organic,1.59,3384.55,44.69,461.76,0,2878.1,1443.72,1434.38,0
Atlanta,Weekly,3/8/2020,organic,1.4,36469.71,166.18,3857.05,0,32446.48,16498.75,15947.73,0
Baltimore/Washington,Weekly,3/8/2020,organic,1.39,51586.44,300.3,4171.65,19.86,47094.63,44631.28,2463.35,0
Boise,Weekly,3/8/2020,organic,1.71,2865.66,0,418.7,1.35,2445.61,1109.78,1334.33,1.5
Boston,Weekly,3/8/2020,organic,1.84,29797.33,58.26,1415.16,0,28323.91,23429.22,4894.69,0
Buffalo/Rochester,Weekly,3/8/2020,organic,1.33,13024.99,423.82,213.38,0,12387.79,7566.14,4821.65,0
California,Weekly,3/8/2020,organic,1.97,283270.85,21626.69,26629.96,52.35,234961.85,214744.12,20217.73,0
Charlotte,Weekly,3/8/2020,organic,1.55,18902.2,76.58,4614.95,27.94,14182.73,5597.51,8585.22,0
Chicago,Weekly,3/8/2020,organic,1.7,44497.26,534.61,3830.7,0,40131.95,35744.19,4387.76,0
Cincinnati/Dayton,Weekly,3/8/2020,organic,1.43,21765.5,92.91,2314.68,0,19357.91,8430.86,10927.05,0
Columbus,Weekly,3/8/2020,organic,1.19,16712.89,489.78,1100.04,0,15123.07,11100.63,4022.44,0
Dallas/Ft. Worth,Weekly,3/8/2020,organic,1.3,35695.94,4579.3,107.82,374.99,30633.83,26767.17,3866.66,0
Denver,Weekly,3/8/2020,organic,1.45,37831.92,3458.62,1245.58,0,33127.72,32941.94,185.78,0
Detroit,Weekly,3/8/2020,organic,1.57,47107.04,380.95,5077.42,0,41641.81,15203.69,26438.12,0
Grand Rapids,Weekly,3/8/2020,organic,0.9,21512.73,23.5,1751.06,0,19738.17,19383.97,354.2,0
Great Lakes,Weekly,3/8/2020,organic,1.34,290622.19,5766.14,21693.14,4.74,263061.95,195045.36,68016.59,0
Harrisburg/Scranton,Weekly,3/8/2020,organic,1.32,18646.77,653.46,381.52,0,17611.79,17022.86,588.93,0
Hartford/Springfield,Weekly,3/8/2020,organic,2.06,13016.28,549.25,6698.07,0,5768.96,5650.7,118.26,0
Houston,Weekly,3/8/2020,organic,1.61,26784.73,4437.75,27.35,0,22319.63,22314.56,5.07,0
Indianapolis,Weekly,3/8/2020,organic,1.33,14613.03,282.48,701.53,0,13629.02,10169.42,3459.6,0
Jacksonville,Weekly,3/8/2020,organic,1.11,5813.31,47.89,304.48,0,5460.94,5387.07,73.87,0
Las Vegas,Weekly,3/8/2020,organic,1.65,10593.85,659.6,485.16,0,9449.09,8003,1446.09,0
Los Angeles,Weekly,3/8/2020,organic,1.94,103060.35,7047.67,3511.31,11.62,92489.75,79034.64,13455.11,0
Louisville,Weekly,3/8/2020,organic,1.06,12055.36,1.21,845.89,0,11208.26,8262.31,2945.95,0
Miami/Ft. Lauderdale,Weekly,3/8/2020,organic,1.18,15229.36,379.94,2.9,0,14846.52,14836.52,10,0
Midsouth,Weekly,3/8/2020,organic,1.37,264192.11,1891.81,28880.68,167.82,233251.8,179207.74,54044.06,0
Nashville,Weekly,3/8/2020,organic,1.19,20279.7,77.07,1116.48,0,19086.15,12066.24,7019.91,0
New Orleans/Mobile,Weekly,3/8/2020,organic,1.19,6253.26,484.68,2.22,0,5766.36,4297.12,1469.24,0
New York,Weekly,3/8/2020,organic,1.87,98222.11,24147.7,22117.94,3.61,51952.86,45701.51,6251.35,0
Northeast,Weekly,3/8/2020,organic,1.67,292069.05,34911.53,41095.73,6.36,216055.43,172873.84,43181.59,0
Northern New England,Weekly,3/8/2020,organic,1.64,29316.41,44.42,658.97,0,28613.02,13459.21,15153.81,0
Orlando,Weekly,3/8/2020,organic,1.14,11330.47,147.82,0,0,11182.65,11182.65,0,0
Philadelphia,Weekly,3/8/2020,organic,1.69,32485.54,3974.12,4342.97,0,24168.45,20360.31,3808.14,0
Phoenix/Tucson,Weekly,3/8/2020,organic,1.6,20698.23,1587.38,930.48,0,18180.37,16202.54,1977.83,0
Pittsburgh,Weekly,3/8/2020,organic,1.1,17973.5,2036.4,18.76,0,15918.34,15918.34,0,0
Plains,Weekly,3/8/2020,organic,1.53,73335.03,6562.09,9276.56,23.91,57472.47,41272.82,16199.65,0
Portland,Weekly,3/8/2020,organic,2.08,30235.69,241.71,5182.99,0,24810.99,12149.21,12619.19,42.59
Raleigh/Greensboro,Weekly,3/8/2020,organic,2.05,16874.29,553.13,3727.78,69.72,12523.66,8698.77,3824.89,0
Richmond/Norfolk,Weekly,3/8/2020,organic,1.36,23160.49,38.06,1850.37,5.29,21266.77,17309.6,3957.17,0
Roanoke,Weekly,3/8/2020,organic,1.05,21567,11.41,1409.69,0,20145.9,15076.39,5069.51,0
Sacramento,Weekly,3/8/2020,organic,1.77,19967.13,3554.95,3632.85,8.5,12770.83,12733.52,37.31,0
San Diego,Weekly,3/8/2020,organic,2.12,21689.11,861.26,1100.59,5.21,19722.05,15474.75,4247.3,0
San Francisco,Weekly,3/8/2020,organic,2.08,72217.27,5081.75,7902.65,3.03,59229.84,59157.47,72.37,0
Seattle,Weekly,3/8/2020,organic,1.95,33180.86,441.95,6757.12,2.66,25979.13,18247.66,7731.47,0
South Carolina,Weekly,3/8/2020,organic,1.54,24097.2,340.11,3441.92,17.95,20297.22,12670.96,7626.26,0
South Central,Weekly,3/8/2020,organic,1.42,161415.21,17588.63,2666.22,3679.72,137480.64,123841.87,13638.77,0
Southeast,Weekly,3/8/2020,organic,1.29,172279.01,1994.37,11531.47,18.92,158734.25,122794.58,35939.67,0
Spokane,Weekly,3/8/2020,organic,1.61,5679.01,30.53,547.3,0,5101.18,4182.95,918.23,0
St. Louis,Weekly,3/8/2020,organic,1.89,14459.04,1173.48,4104.3,11.48,9169.78,2935.78,6234,0
Syracuse,Weekly,3/8/2020,organic,1.46,4352.27,95.88,111.39,0,4145,2430.99,1714.01,0
Tampa,Weekly,3/8/2020,organic,1.12,13873.97,163.83,0,0,13710.14,13710.14,0,0
Total U.S.,Weekly,3/8/2020,organic,1.56,1785038.66,102732.94,163756.07,4944.72,1513508.71,1224311.12,289152.22,45.37
West,Weekly,3/8/2020,organic,1.7,247855.22,12391.68,21982.32,990.9,212490.32,174530.8,37914.15,45.37
West Tex/New Mexico,Weekly,3/8/2020,organic,1.59,24625.72,712.91,1108.31,2489.78,20314.72,19863.74,450.98,0
Albany,Weekly,3/15/2020,conventional,1.22,153814.51,14049.32,102561.28,118.47,37085.44,20883.61,14777.39,1424.44
Atlanta,Weekly,3/15/2020,conventional,1.04,1003594.68,414204.98,32773.76,103.61,556512.33,482696.46,73754.76,61.11
Baltimore/Washington,Weekly,3/15/2020,conventional,1.46,1161981.01,180243.74,442905.57,1658.46,537173.24,324804.38,206242.19,6126.67
Boise,Weekly,3/15/2020,conventional,1.38,131063.13,38266.83,5298.54,1581.82,85915.94,46255.24,25058.81,14601.89
Boston,Weekly,3/15/2020,conventional,1.49,822209.27,31703.23,507073.25,536.68,282896.11,222334.26,51352.35,9209.5
Buffalo/Rochester,Weekly,3/15/2020,conventional,1.2,255471.62,22625.06,70184.86,2547.78,160113.92,134178.7,23965.22,1970
California,Weekly,3/15/2020,conventional,1.34,7667912.03,1947227.42,937630.95,113897.64,4669156.02,2757616.76,1684585.72,226953.54
Charlotte,Weekly,3/15/2020,conventional,1.17,418874.21,187496.3,63226.65,1922.5,166228.76,121877.31,44304.79,46.66
Chicago,Weekly,3/15/2020,conventional,1.51,843714.88,121050.09,197798.73,31245.08,493620.98,183264.75,309942.79,413.44
Cincinnati/Dayton,Weekly,3/15/2020,conventional,1.33,368203.59,82688.27,14576.94,9564.5,261373.88,230662.23,29517.96,1193.69
Columbus,Weekly,3/15/2020,conventional,1.21,285293.29,71904.89,14401.46,2039.35,196947.59,165755.27,30753.12,439.2
Dallas/Ft. Worth,Weekly,3/15/2020,conventional,0.9,1986094.8,871696.41,181235.11,7668.05,925495.23,644035.41,281231.45,228.37
Denver,Weekly,3/15/2020,conventional,1.13,1264191.57,237735.84,139127.07,3811.58,883517.08,258381.5,605477.01,19658.57
Detroit,Weekly,3/15/2020,conventional,1.29,581216.34,129777.28,37283.55,42342.72,371812.79,334419.08,32961.62,4432.09
Grand Rapids,Weekly,3/15/2020,conventional,1.58,216748.14,48941.28,52663.55,44172.59,70970.72,54410.26,6683.61,9876.85
Great Lakes,Weekly,3/15/2020,conventional,1.28,4830621.81,1064981.6,674083.02,217222.67,2874334.52,2040386.12,794392.61,39555.79
Harrisburg/Scranton,Weekly,3/15/2020,conventional,1.11,429187.39,135787,143139.76,196.03,150064.6,121484.78,25486.49,3093.33
Hartford/Springfield,Weekly,3/15/2020,conventional,1.49,434088.92,13931.88,328791.92,303.41,91061.71,68780.02,20502.8,1778.89
Houston,Weekly,3/15/2020,conventional,0.82,1765194.4,797236.98,158052.73,1245.53,808659.16,245389.27,552077.5,11192.39
Indianapolis,Weekly,3/15/2020,conventional,1.19,314322.28,87595.1,33690.68,4333.29,188703.21,174736.95,12231.2,1735.06
Jacksonville,Weekly,3/15/2020,conventional,1.08,277685.72,105335.78,9203.64,185.64,162960.66,51200.25,111737.12,23.29
Las Vegas,Weekly,3/15/2020,conventional,0.98,485946.36,67779.58,51397.17,55.35,366714.26,116204.22,249190.81,1319.23
Los Angeles,Weekly,3/15/2020,conventional,1.24,3552073.74,890592.23,91771.74,87468.29,2482241.48,1626507.22,734792.03,120942.23
Louisville,Weekly,3/15/2020,conventional,1.04,155342.41,41416.48,10083.9,96.94,103745.09,81022.91,22718.85,3.33
Miami/Ft. Lauderdale,Weekly,3/15/2020,conventional,1.09,1229956.2,529842.7,48237.29,366.09,651510.12,197982.14,453468.09,59.89
Midsouth,Weekly,3/15/2020,conventional,1.13,5118659.54,1684182.37,983391.45,10105.65,2440980.07,1732008.7,686494.82,22476.55
Nashville,Weekly,3/15/2020,conventional,0.96,372081.93,137090.81,8303.13,11.99,226676,199324.87,27325.03,26.1
New Orleans/Mobile,Weekly,3/15/2020,conventional,1,423012.36,199354.63,14232.63,7,209418.1,153951.31,47100.13,8366.66
New York,Weekly,3/15/2020,conventional,1.52,2244410.56,67897.36,1273352.89,1971.82,901188.49,679619.6,215650.23,5918.66
Northeast,Weekly,3/15/2020,conventional,1.38,6608332.95,563551.77,3527196.33,10421.57,2507163.28,1892257.08,577522.54,37383.66
Northern New England,Weekly,3/15/2020,conventional,1.28,693676.74,50613.42,480076.68,165.55,162821.09,114909.87,41823.18,6088.04
Orlando,Weekly,3/15/2020,conventional,1.06,666212.61,287744.29,17759.39,130.57,360578.36,141993.31,218469.5,115.55
Philadelphia,Weekly,3/15/2020,conventional,1.22,742606.53,84664.43,318244.62,352.65,339344.83,270504.99,65487.62,3352.22
Phoenix/Tucson,Weekly,3/15/2020,conventional,0.87,1615386.29,404523.77,206796.33,5993.47,998072.72,278457.32,719554.19,61.21
Pittsburgh,Weekly,3/15/2020,conventional,1.35,153946.34,46898.25,11802.41,338.69,94906.99,39812.65,55094.34,0
Plains,Weekly,3/15/2020,conventional,1.22,2515256.91,954513.14,476428.63,2308.65,1082006.49,838466.79,170187.16,73352.54
Portland,Weekly,3/15/2020,conventional,1.36,783929.2,82537.78,95474.71,2955.35,602936.53,325583.86,251053.42,26299.25
Raleigh/Greensboro,Weekly,3/15/2020,conventional,1.11,531418.55,239764.6,78486.96,1693.18,211473.81,118617.3,92843.85,12.66
Richmond/Norfolk,Weekly,3/15/2020,conventional,0.89,471085.43,160661.6,80794.63,683.35,228945.85,173559.3,48507.76,6878.79
Roanoke,Weekly,3/15/2020,conventional,0.92,257788.24,91875.37,26240.75,67.06,139605.06,100170.28,37563.53,1871.25
Sacramento,Weekly,3/15/2020,conventional,1.5,581877.89,169817.37,213813.9,1626.82,196619.8,111285.44,78373.83,6960.53
San Diego,Weekly,3/15/2020,conventional,1.19,776125.56,112324.11,29577.33,9419.78,624804.34,412554.25,207071.02,5179.07
San Francisco,Weekly,3/15/2020,conventional,1.63,1081607.55,251516.96,258946.57,3630.07,567513.95,177682.94,334299.53,55531.48
Seattle,Weekly,3/15/2020,conventional,1.76,626458.65,78413.34,76664.9,283.87,471096.54,259676.04,210845.64,574.86
South Carolina,Weekly,3/15/2020,conventional,1.08,637234.49,280546.92,53466.62,729.88,302491.07,210597.74,91683.96,209.37
South Central,Weekly,3/15/2020,conventional,0.91,9026771.84,3885535.95,895035.44,63214.62,4182985.83,2541026.52,1547495.13,94464.18
Southeast,Weekly,3/15/2020,conventional,1.05,6759933.38,2958161.46,268786.1,2341.67,3530644.15,1872416.42,1650977.94,7249.79
Spokane,Weekly,3/15/2020,conventional,1.49,113859.82,21301.81,9966.48,104.3,82487.23,51647.61,30809.96,29.66
St. Louis,Weekly,3/15/2020,conventional,1.26,246899.27,100906.71,12573.48,418.71,133000.37,113745,2172.55,17082.82
Syracuse,Weekly,3/15/2020,conventional,1.23,112159.95,8103.34,44090.67,859.27,59106.67,46080.08,11831.04,1195.55
Tampa,Weekly,3/15/2020,conventional,1.04,716129.49,290908.2,23436.31,352.71,401432.27,131986.69,269418.91,26.67
Total U.S.,Weekly,3/15/2020,conventional,1.16,51540125.03,14968568.53,8766717.02,452355.38,27352451.88,16100499.57,10631015.21,620937.1
West,Weekly,3/15/2020,conventional,1.12,9012636.67,1910414.83,1004165.09,32842.92,6065181.61,2426321.25,3519359.32,119501.04
West Tex/New Mexico,Weekly,3/15/2020,conventional,0.95,1180899.87,460868.79,112752.2,30449.05,576829.83,336194.42,239062.75,1572.66
Albany,Weekly,3/15/2020,organic,1.54,3875.67,58.47,403.2,0,3414,1579.38,1834.62,0
Atlanta,Weekly,3/15/2020,organic,1.49,45501.48,222.22,4197.36,0,41081.9,22113.65,18968.25,0
Baltimore/Washington,Weekly,3/15/2020,organic,1.46,63574.13,423.64,6486.82,17,56646.67,54500.76,2145.91,0
Boise,Weekly,3/15/2020,organic,1.94,5568.34,1.35,655.38,9.44,4902.17,2560.23,2341.94,0
Boston,Weekly,3/15/2020,organic,1.86,39102.1,76.33,2542.1,0,36483.67,30749.99,5733.68,0
Buffalo/Rochester,Weekly,3/15/2020,organic,1.34,14029.9,495.76,289.15,0,13244.99,7452.01,5792.98,0
California,Weekly,3/15/2020,organic,2.04,437620.84,36351.68,35693.57,32.32,365543.27,270425.52,95117.75,0
Charlotte,Weekly,3/15/2020,organic,1.46,22202.77,120.58,4907.15,57.02,17118.02,5193.97,11924.05,0
Chicago,Weekly,3/15/2020,organic,1.99,47346.67,576.23,4017.61,0,42752.83,37971.64,4781.19,0
Cincinnati/Dayton,Weekly,3/15/2020,organic,1.48,40530.12,91,2541.81,0,37897.31,23684.49,14212.82,0
Columbus,Weekly,3/15/2020,organic,1.31,27353.96,747.51,941.25,0,25665.2,20206.77,5458.43,0
Dallas/Ft. Worth,Weekly,3/15/2020,organic,1.37,52972.01,3724.97,127.68,543.33,48576.03,45172.7,3403.33,0
Denver,Weekly,3/15/2020,organic,1.52,48029.15,4049.51,1294.72,27.07,42657.85,42432.79,225.06,0
Detroit,Weekly,3/15/2020,organic,1.33,57517.66,421.33,2821.39,0,54262.63,42097.68,12164.95,0
Grand Rapids,Weekly,3/15/2020,organic,0.9,25547.89,4.43,1672.71,0,23870.75,23558.79,311.96,0
Great Lakes,Weekly,3/15/2020,organic,1.4,366263.59,5883.17,19665.51,9.48,340625.96,280485.57,60140.39,0
Harrisburg/Scranton,Weekly,3/15/2020,organic,1.38,18888.08,649.67,458.09,0,17780.32,17241.92,538.4,0
Hartford/Springfield,Weekly,3/15/2020,organic,2.13,15724.77,468.06,8421.75,0,6834.96,6717.59,117.37,0
Houston,Weekly,3/15/2020,organic,1.63,33993.66,5582.03,158.41,2.28,28250.94,28238.3,12.64,0
Indianapolis,Weekly,3/15/2020,organic,1.4,16329.3,388.2,842.26,0,15098.84,10762.38,4336.46,0
Jacksonville,Weekly,3/15/2020,organic,1.17,5122.12,109.44,283.02,0,4729.66,4729.66,0,0
Las Vegas,Weekly,3/15/2020,organic,1.59,10881.67,550.43,525.85,0,9805.39,9696.23,109.16,0
Los Angeles,Weekly,3/15/2020,organic,2.1,187548.61,11473.26,3680.99,1.64,172392.72,108462.15,63930.57,0
Louisville,Weekly,3/15/2020,organic,1.13,12007.53,7.28,877.33,0,11122.92,8325.76,2797.16,0
Miami/Ft. Lauderdale,Weekly,3/15/2020,organic,1.21,18949.73,948.59,6.79,0,17994.35,17991.02,3.33,0
Midsouth,Weekly,3/15/2020,organic,1.46,291154.92,2852.41,33763.36,262.65,254276.5,197163.6,57112.9,0
Nashville,Weekly,3/15/2020,organic,1.51,14768.8,72.56,1341.73,0,13354.51,6648.4,6706.11,0
New Orleans/Mobile,Weekly,3/15/2020,organic,1.33,8455.72,198.83,1,0,8255.89,6895.41,1360.48,0
New York,Weekly,3/15/2020,organic,1.92,108261.31,20598.29,18855.62,1.79,68805.61,61983.79,6821.82,0
Northeast,Weekly,3/15/2020,organic,1.72,329301.14,30168.15,40523.64,3.16,258606.19,210504.85,48101.34,0
Northern New England,Weekly,3/15/2020,organic,1.69,33566.29,61.56,934.02,0,32570.71,16159.61,16411.1,0
Orlando,Weekly,3/15/2020,organic,1.16,13239.4,169.83,2.39,0,13067.18,13063.85,3.33,0
Philadelphia,Weekly,3/15/2020,organic,1.76,34158.86,3251.14,4410.68,0,26497.04,22741.77,3755.27,0
Phoenix/Tucson,Weekly,3/15/2020,organic,1.6,22312.33,2245.18,1054.46,0,19012.69,18885.42,127.27,0
Pittsburgh,Weekly,3/15/2020,organic,1.23,26360.29,2370.23,20.66,0,23969.4,23969.4,0,0
Plains,Weekly,3/15/2020,organic,1.6,74728.1,8099.33,6519.79,41.21,60067.77,46906.82,13160.95,0
Portland,Weekly,3/15/2020,organic,2.05,52357.8,207.2,6553.59,1.73,45595.28,19289.3,26304.06,1.92
Raleigh/Greensboro,Weekly,3/15/2020,organic,2.07,21297.52,974.96,3887.47,89.62,16345.47,12394.92,3950.55,0
Richmond/Norfolk,Weekly,3/15/2020,organic,1.4,25824.57,27.78,2108.49,9.23,23679.07,20981.77,2697.3,0
Roanoke,Weekly,3/15/2020,organic,1.14,18435.47,52.77,1326.83,0,17055.87,12413.1,4642.77,0
Sacramento,Weekly,3/15/2020,organic,1.75,24996.16,4875.16,5060.02,1.41,15059.57,15031.55,28.02,0
San Diego,Weekly,3/15/2020,organic,2.34,37445.42,1266.7,1313.43,1.72,34863.57,16014.5,18849.07,0
San Francisco,Weekly,3/15/2020,organic,1.98,95518.17,10562.88,12064.75,13.42,72877.12,72819.13,57.99,0
Seattle,Weekly,3/15/2020,organic,1.93,98257.56,456.43,16099.15,17.08,81684.9,18269.88,63365.39,49.63
South Carolina,Weekly,3/15/2020,organic,1.68,24348.08,504.07,4094.29,36.95,19712.77,10096.88,9615.89,0
South Central,Weekly,3/15/2020,organic,1.48,215192.03,16713.92,2315.9,4867.18,191295.03,176163.82,15131.21,0
Southeast,Weekly,3/15/2020,organic,1.38,187998.17,3010.54,12961.77,39.12,171986.74,128140.3,43846.44,0
Spokane,Weekly,3/15/2020,organic,2.08,6001.64,69.53,621.46,0,5310.65,3321.22,1989.43,0
St. Louis,Weekly,3/15/2020,organic,2.06,12415.9,1943.48,2584.14,15.77,7872.51,3467.68,4404.83,0
Syracuse,Weekly,3/15/2020,organic,1.47,4956.54,145.38,120.38,0,4690.78,2822.86,1867.92,0
Tampa,Weekly,3/15/2020,organic,1.16,13494.22,162.34,0,0,13331.88,13331.88,0,0
Total U.S.,Weekly,3/15/2020,organic,1.66,2278473.29,118431.74,186208.86,6453.38,1967299.84,1521407.28,445840.08,52.48
West,Weekly,3/15/2020,organic,1.8,376214.58,15352.53,34765.33,1198.27,324898.45,211616.88,113229.09,52.48
West Tex/New Mexico,Weekly,3/15/2020,organic,1.62,28102.4,864.02,681.82,3034.14,23522.42,22948.56,573.86,0
Albany,Weekly,3/22/2020,conventional,1.29,182491.92,13928.75,131063.16,197,37303.01,22595.9,13209.33,1497.78
Atlanta,Weekly,3/22/2020,conventional,1.02,907780.4,387374.32,31124.3,80.13,489201.65,418455.7,70715.7,30.25
Baltimore/Washington,Weekly,3/22/2020,conventional,1.41,1194384.67,235185.65,428390.7,1296.84,529511.48,291960.08,232007.81,5543.59
Boise,Weekly,3/22/2020,conventional,1.17,143357.23,39581.01,7286.63,1217.3,95272.29,55214.66,28368,11689.63
Boston,Weekly,3/22/2020,conventional,1.52,824190.42,29147.28,518502.49,509.82,276030.83,207859.21,64742.29,3429.33
Buffalo/Rochester,Weekly,3/22/2020,conventional,1.23,199662.94,15230.87,54033.05,2326.57,128072.45,96734.57,28832.33,2505.55
California,Weekly,3/22/2020,conventional,1.39,6076217.22,1849049.45,743511.25,112215.16,3371441.36,1733154.07,1493964.86,144322.43
Charlotte,Weekly,3/22/2020,conventional,1.24,366466.57,154244.15,58300.77,1715.39,152206.26,110647.76,41512.71,45.79
Chicago,Weekly,3/22/2020,conventional,1.49,821435.41,132120.62,211761.62,32990.38,444562.79,198579.37,245921.1,62.32
Cincinnati/Dayton,Weekly,3/22/2020,conventional,1.12,378854.12,83659.76,14582.81,7986.82,272624.73,232692.64,39682.38,249.71
Columbus,Weekly,3/22/2020,conventional,1.07,276681.77,74110.82,12105.8,1825.55,188639.6,161440.28,26848.15,351.17
Dallas/Ft. Worth,Weekly,3/22/2020,conventional,0.89,2019907.18,892447.39,200250.5,5895.1,921314.19,640930.88,280257.32,125.99
Denver,Weekly,3/22/2020,conventional,1.18,1176425.17,232973.65,120924.01,3421.35,819106.16,222242.78,579404.9,17458.48
Detroit,Weekly,3/22/2020,conventional,1.13,616455.72,153344.29,41828.63,38478.96,382803.84,352261.61,28552.83,1989.4
